treatment	participant_index_in_pages	participant_max_page_index	participant_current_app_name	participant_current_page_name	participanttime_started_utc	participantvisited	id_in_group	random_block	random_order	control_question1	control_question2	alternative1	participantcode	participantid_in_session	subsessionround_number	policy_choice	alt	choice	policy	price_ur	price_un	price_o	ev	revenue	attributes_binary_1	attributes_binary_2	attributes_binary_3	attributes_binary_4	attributes_binary_5	sessioncode	level_price_ur	level_price_un	level_price_o	level_ev	level_revenue	choice_policy	policy1	policy2	left	d_rev1	d_rev2	d_rev3	d_rev4	d_rev5
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	5	3	2	0	1	.30000001	.050000001	.050000001	1	Investments in roads						uln4i2w2	3	1	4	4	4	0	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	5	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	5	2	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	5	3	3	1	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	6	1	1	1	1	.30000001	.1	.0099999998	0	Public transport, walking and cycling						heqbzlzk	3	2	1	1	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	6	3	1	0	1	.5	.2	.0099999998	.5	Investments in roads						uln4i2w2	4	3	1	3	4	0	1	0	1	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	6	3	1	0	1	.5	.2	.02	0	Public transport, walking and cycling						2lf8iml1	4	3	2	1	5	0	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	6	1	2	0	1	.5	.2	.050000001	.25	Low income citizens						heqbzlzk	4	3	4	2	3	1	0	1	0	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	6	3	2	0	1	.30000001	.30000001	.0099999998	.25	General budget						2lf8iml1	3	4	1	2	1	0	0	1	0	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	6	3	2	0	1	.30000001	.30000001	.029999999	0	Low income citizens						uln4i2w2	3	4	3	1	3	0	0	1	0	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	6	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	6	3	3	1	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	6	1	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	7	2	1	0	1	.5	.1	.0099999998	.5	Equal cash transfer						heqbzlzk	4	2	1	3	2	1	1	0	1	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	7	3	1	0	1	.30000001	.1	.0099999998	.25	General budget						2lf8iml1	3	2	1	2	1	0	1	0	1	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	7	2	1	0	1	.30000001	.1	.050000001	0	General budget						uln4i2w2	3	2	4	1	1	1	1	0	1	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	7	3	2	0	1	.5	.30000001	.029999999	0	Equal cash transfer						2lf8iml1	4	4	3	1	2	0	0	1	0	0	1	0	0	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	7	2	2	1	1	.050000001	.050000001	.0099999998	.25	Low income citizens						uln4i2w2	1	1	1	2	3	1	0	1	0	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	7	2	2	1	1	.30000001	.30000001	.029999999	0	Investments in roads						heqbzlzk	3	4	3	1	4	1	0	1	0	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	7	3	3	1	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	7	2	3	0	0	0	0	0	0	0						heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	7	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	8	3	1	0	1	.5	.1	.050000001	1	Investments in roads	1	1	1	1	0	2lf8iml1	4	2	4	4	4	0	1	0	1	0	0	0	1	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	8	2	1	0	1	.5	.30000001	.050000001	.25	Public transport, walking and cycling	0	0	0	1	0	heqbzlzk	4	4	4	2	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	8	1	1	1	1	.050000001	.050000001	.050000001	.5	Public transport, walking and cycling	0	0	0	1	0	uln4i2w2	1	1	4	3	5	1	1	0	1	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	8	1	2	0	1	.5	.1	.02	.25	Low income citizens	0	0	0	1	0	uln4i2w2	4	2	2	2	3	1	0	1	0	0	0	1	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	8	3	2	0	1	.30000001	.2	.0099999998	.5	Public transport, walking and cycling	1	1	1	1	0	2lf8iml1	3	3	1	3	5	0	0	1	0	0	0	0	0	1
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	8	2	2	1	1	.30000001	.2	.02	1	General budget	0	0	0	1	0	heqbzlzk	3	3	2	4	1	1	0	1	0	1	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	13:17.1	1	53	2	240617235				025baf3d	53	8	1	3	0	0	0	0	0	0	0	0	0	0	1	0	uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	14:28.5	1	53	0	37604215				wogja272	53	8	2	3	0	0	0	0	0	0	0	0	0	0	1	0	heqbzlzk	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Public Services	169	169	A_Planet3_ES	End	26:41.0	1	53	1	120314675				rwuy8jm4	53	8	3	3	1	0	0	0	0	0	0	1	1	1	1	0	2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027	3		2	ahvyg7u9	54	1	1	1	1	1	.1	.050000001	.02	0	General budget						2lf8iml1	2	1	2	1	1	1	1	0	1	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706	3		5	u1sfa65t	54	1	1	1	1	1	.1	.1	.0099999998	0	Public transport, walking and cycling						uln4i2w2	2	2	1	1	5	1	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027	3		2	ahvyg7u9	54	1	1	2	0	1	.30000001	.1	.050000001	.5	Low income citizens						2lf8iml1	3	2	4	3	3	1	0	1	0	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706	3		5	u1sfa65t	54	1	1	2	0	1	.050000001	.050000001	.029999999	.5	Equal cash transfer						uln4i2w2	1	1	3	3	2	1	0	1	0	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706	3		5	u1sfa65t	54	1	1	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027	3		2	ahvyg7u9	54	1	1	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	2	2	1	0	1	.30000001	.1	.0099999998	1	Equal cash transfer						uln4i2w2	3	2	1	4	2	1	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	2	2	1	0	1	.050000001	.050000001	.0099999998	1	General budget						2lf8iml1	1	1	1	4	1	1	1	0	1	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	2	2	2	1	1	.1	.050000001	.050000001	.5	General budget						uln4i2w2	2	1	4	3	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	2	2	2	1	1	.5	.2	.029999999	.25	Investments in roads						2lf8iml1	4	3	3	2	4	1	0	1	0	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	2	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	2	2	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	3	2	1	0	1	.5	.050000001	.029999999	0	Low income citizens						uln4i2w2	4	1	3	1	3	1	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	3	1	1	1	1	.050000001	.050000001	.029999999	0	Public transport, walking and cycling						2lf8iml1	1	1	3	1	5	1	1	0	1	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	3	1	2	0	1	.30000001	.30000001	.050000001	.25	Equal cash transfer						2lf8iml1	3	4	4	2	2	1	0	1	0	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	3	2	2	1	1	.30000001	.2	.02	.5	General budget						uln4i2w2	3	3	2	3	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	3	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	3	1	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	4	2	1	0	1	.5	.2	.0099999998	.5	Low income citizens						2lf8iml1	4	3	1	3	3	1	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	4	2	1	0	1	.30000001	.30000001	.02	1	Equal cash transfer						uln4i2w2	3	4	2	4	2	1	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	4	2	2	1	1	.30000001	.050000001	.02	.25	Public transport, walking and cycling						2lf8iml1	3	1	2	2	5	1	0	1	0	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	4	2	2	1	1	.5	.2	.029999999	.25	General budget						uln4i2w2	4	3	3	2	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	4	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	4	2	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	5	2	1	0	1	.30000001	.050000001	.029999999	.25	Equal cash transfer						uln4i2w2	3	1	3	2	2	1	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	5	2	1	0	1	.050000001	.050000001	.0099999998	.5	Equal cash transfer						2lf8iml1	1	1	1	3	2	1	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	5	2	2	1	1	.5	.30000001	.0099999998	.5	Investments in roads						uln4i2w2	4	4	1	3	4	1	0	1	0	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	5	2	2	1	1	.1	.1	.050000001	1	Low income citizens						2lf8iml1	2	2	4	4	3	1	0	1	0	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	5	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	5	2	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	6	1	1	1	1	.050000001	.050000001	.0099999998	1	Investments in roads						2lf8iml1	1	1	1	4	4	1	1	0	1	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	6	2	1	0	1	.5	.2	.029999999	0	Equal cash transfer						uln4i2w2	4	3	3	1	2	1	1	0	1	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	6	1	2	0	1	.1	.050000001	.02	.5	General budget						2lf8iml1	2	1	2	3	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	6	2	2	1	1	.30000001	.050000001	.02	.25	Public transport, walking and cycling						uln4i2w2	3	1	2	2	5	1	0	1	0	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	6	1	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	6	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	7	2	1	0	1	.1	.1	.029999999	.5	Low income citizens						uln4i2w2	2	2	3	3	3	1	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	7	1	1	1	1	.30000001	.2	.050000001	0	Investments in roads						2lf8iml1	3	3	4	1	4	1	1	0	1	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	7	1	2	0	1	.5	.050000001	.02	.5	Low income citizens						2lf8iml1	4	1	2	3	3	1	0	1	0	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	7	2	2	1	1	.5	.2	.02	.25	General budget						uln4i2w2	4	3	2	2	1	1	0	1	0	1	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	7	2	3	0	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	7	1	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	8	1	1	1	1	.5	.050000001	.02	.5	Investments in roads	0	0	0	1	0	uln4i2w2	4	1	2	3	4	1	1	0	1	0	0	0	1	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	8	2	1	0	1	.30000001	.30000001	.0099999998	0	Low income citizens	0	0	0	1	0	2lf8iml1	3	4	1	1	3	1	1	0	1	0	0	1	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	8	2	2	1	1	.1	.1	.050000001	1	Equal cash transfer	0	0	0	1	0	2lf8iml1	2	2	4	4	2	1	0	1	0	0	1	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	8	1	2	0	1	.30000001	.2	.050000001	1	Public transport, walking and cycling	0	0	0	1	0	uln4i2w2	3	3	4	4	5	1	0	1	0	0	0	0	0	1
Road Pricing	169	169	A_Planet3_ES	End	27:17.0	1	54	5	523451706				u1sfa65t	54	8	1	3	0	0	0	0	0	0	0	0	0	0	1	0	uln4i2w2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Road Pricing	169	169	A_Planet3_ES	End	13:50.2	1	54	7	753164027				ahvyg7u9	54	8	2	3	0	0	0	0	0	0	0	0	0	0	1	0	2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104	3		4	f1gy2a1i	55	1	3	1	0	1	.050000001	.050000001	.050000001	0	Equal cash transfer						uln4i2w2	1	1	4	1	2	0	1	0	1	0	1	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047	3		5	75aw7pog	55	1	3	1	0	1	.30000001	.1	.02	0	General budget						2lf8iml1	3	2	2	1	1	0	1	0	1	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104	3		4	f1gy2a1i	55	1	3	2	0	1	.30000001	.2	.02	.5	Public transport, walking and cycling						uln4i2w2	3	3	2	3	5	0	0	1	0	0	0	0	0	1
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047	3		5	75aw7pog	55	1	3	2	0	1	.1	.050000001	.050000001	1	Equal cash transfer						2lf8iml1	2	1	4	4	2	0	0	1	0	0	1	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047	3		5	75aw7pog	55	1	3	3	1	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104	3		4	f1gy2a1i	55	1	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	2	3	1	0	1	.5	.30000001	.050000001	.25	General budget						2lf8iml1	4	4	4	2	1	0	1	0	1	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	2	3	1	0	1	.5	.1	.050000001	.5	Investments in roads						uln4i2w2	4	2	4	3	4	0	1	0	1	0	0	0	1	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	2	3	2	0	1	.1	.050000001	.0099999998	.25	Equal cash transfer						uln4i2w2	2	1	1	2	2	0	0	1	0	0	1	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	2	3	2	0	1	.30000001	.1	.029999999	0	Equal cash transfer						2lf8iml1	3	2	3	1	2	0	0	1	0	0	1	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	2	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	2	3	3	1	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	3	3	1	0	1	.5	.1	.02	.25	Investments in roads						uln4i2w2	4	2	2	2	4	0	1	0	1	0	0	0	1	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	3	3	1	0	1	.1	.1	.029999999	.5	Low income citizens						2lf8iml1	2	2	3	3	3	0	1	0	1	0	0	1	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	3	3	2	0	1	.1	.050000001	.050000001	.5	General budget						uln4i2w2	2	1	4	3	1	0	0	1	0	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	3	3	2	0	1	.5	.050000001	.02	0	Investments in roads						2lf8iml1	4	1	2	1	4	0	0	1	0	0	0	0	1	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	3	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	3	3	3	1	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	4	2	1	0	1	.5	.050000001	.02	1	Public transport, walking and cycling						2lf8iml1	4	1	2	4	5	1	1	0	1	0	0	0	0	1
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	4	3	1	0	1	.5	.050000001	.0099999998	1	Low income citizens						uln4i2w2	4	1	1	4	3	0	1	0	1	0	0	1	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	4	2	2	1	1	.30000001	.2	.050000001	.5	Investments in roads						2lf8iml1	3	3	4	3	4	1	0	1	0	0	0	0	1	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	4	3	2	0	1	.30000001	.30000001	.02	.25	Equal cash transfer						uln4i2w2	3	4	2	2	2	0	0	1	0	0	1	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	4	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	4	2	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	5	3	1	0	1	.1	.050000001	.050000001	1	Public transport, walking and cycling						uln4i2w2	2	1	4	4	5	0	1	0	1	0	0	0	0	1
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	5	2	1	0	1	.1	.1	.0099999998	.5	Public transport, walking and cycling						2lf8iml1	2	2	1	3	5	1	1	0	1	0	0	0	0	1
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	5	3	2	0	1	.5	.30000001	.029999999	0	General budget						uln4i2w2	4	4	3	1	1	0	0	1	0	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	5	2	2	1	1	.30000001	.2	.050000001	.25	Low income citizens						2lf8iml1	3	3	4	2	3	1	0	1	0	0	0	1	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	5	2	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	5	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	6	2	1	0	1	.30000001	.30000001	.029999999	.25	General budget						2lf8iml1	3	4	3	2	1	1	1	0	1	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	6	3	1	0	1	.1	.050000001	.029999999	.25	Investments in roads						uln4i2w2	2	1	3	2	4	0	1	0	1	0	0	0	1	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	6	2	2	1	1	.5	.2	.02	1	Public transport, walking and cycling						2lf8iml1	4	3	2	4	5	1	0	1	0	0	0	0	0	1
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	6	3	2	0	1	.30000001	.30000001	.050000001	1	General budget						uln4i2w2	3	4	4	4	1	0	0	1	0	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	6	2	3	0	0	0	0	0	0	0						2lf8iml1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	6	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	7	3	1	0	1	.1	.1	.0099999998	.5	Investments in roads						uln4i2w2	2	2	1	3	4	0	1	0	1	0	0	0	1	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	7	3	1	0	1	.5	.2	.0099999998	1	General budget						2lf8iml1	4	3	1	4	1	0	1	0	1	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	06:38.5	1	55	3	351263047				75aw7pog	55	7	3	2	0	1	.30000001	.1	.02	.5	Equal cash transfer						2lf8iml1	3	2	2	3	2	0	0	1	0	0	1	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	7	3	2	0	1	.5	.050000001	.029999999	1	General budget						uln4i2w2	4	1	3	4	1	0	0	1	0	1	0	0	0	0
Social Norm	169	169	A_Planet3_ES	End	42:24.8	1	55	4	463257104				f1gy2a1i	55	7	3	3	1	0	0	0	0	0	0						uln4i2w2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
