participant.code,control_question1,control_question2,attributes_binary_1,attributes_binary_2,attributes_binary_3,attributes_binary_4,attributes_binary_5,alternative1,1_policy_choice,2_policy_choice,3_policy_choice,4_policy_choice,5_policy_choice,6_policy_choice,7_policy_choice,8_policy_choice,1_Price_UR_A,2_Price_UR_A,3_Price_UR_A,4_Price_UR_A,5_Price_UR_A,6_Price_UR_A,7_Price_UR_A,8_Price_UR_A,1_Price_UN_A,2_Price_UN_A,3_Price_UN_A,4_Price_UN_A,5_Price_UN_A,6_Price_UN_A,7_Price_UN_A,8_Price_UN_A,1_Price_O_A,2_Price_O_A,3_Price_O_A,4_Price_O_A,5_Price_O_A,6_Price_O_A,7_Price_O_A,8_Price_O_A,1_EV_A,2_EV_A,3_EV_A,4_EV_A,5_EV_A,6_EV_A,7_EV_A,8_EV_A,1_Revenue_A,2_Revenue_A,3_Revenue_A,4_Revenue_A,5_Revenue_A,6_Revenue_A,7_Revenue_A,8_Revenue_A,1_Price_UR_B,2_Price_UR_B,3_Price_UR_B,4_Price_UR_B,5_Price_UR_B,6_Price_UR_B,7_Price_UR_B,8_Price_UR_B,1_Price_UN_B,2_Price_UN_B,3_Price_UN_B,4_Price_UN_B,5_Price_UN_B,6_Price_UN_B,7_Price_UN_B,8_Price_UN_B,1_Price_O_B,2_Price_O_B,3_Price_O_B,4_Price_O_B,5_Price_O_B,6_Price_O_B,7_Price_O_B,8_Price_O_B,1_EV_B,2_EV_B,3_EV_B,4_EV_B,5_EV_B,6_EV_B,7_EV_B,8_EV_B,1_Revenue_B,2_Revenue_B,3_Revenue_B,4_Revenue_B,5_Revenue_B,6_Revenue_B,7_Revenue_B,8_Revenue_B
8nr05dcp,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0
8pynl7ss,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0
8rdefmgd,3.0,,1.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0
8utng60s,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,5.0
8vk1zygw,3.0,,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0
8wlnfqgh,3.0,,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0
8xnl007r,3.0,,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0
8yxizjok,3.0,,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,2.0,1.0,5.0,5.0
8yy8lbem,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,3.0
98mud61u,3.0,,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0
99ekoser,3.0,,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0
99uvy2a3,3.0,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0
9bfpp832,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,5.0
9brj2ixg,3.0,,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0
9iqp2x07,3.0,,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0
9lk12f65,3.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0
9u8qjucd,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,1.0,2.0,1.0
9vtbeq8e,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0
9xuydnwh,3.0,,0.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0
a0srau90,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0
a1y6lpn8,3.0,,1.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0
a27r077p,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,3.0,3.0
a6r2q1fk,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0
a9anb1bo,3.0,,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0
aamf7pwl,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0
absgb5uj,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,5.0
ac5dpxqa,3.0,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0
agjjv68b,3.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0
ahvyg7u9,3.0,,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,1.0,3.0,2.0
al9l66sd,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0
ald8i2vp,3.0,,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0
alsprk3f,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0
axzk9gj9,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0
